dataset	sample_id	cancer	sender_compartment	receiver_compartment	ligand	receptor	pathway	source_method	pilot_score	pilot_score_percentile	spatial_null_p	label_null_p	fake_lr_null_p	null_support_mean	dataset_recurrence_n	dataset_recurrence_fraction	recurrence_support	annotation_quality	spatiallr_trust_score_pilot	confidence_tier_pilot	notes	method_support_count	stdlib_supported	commot_supported	method_consistency_support	commot_mean_score	spatiallr_trust_score_pilot_v2	confidence_tier_pilot_v2	notes_v2	tri_method_support_count	commot_supported_v3	liana_supported	external_method_support_count	external_method_support_fraction	liana_lr_means	liana_cellphone_pvals	spatiallr_trust_score_pilot_v3	confidence_tier_pilot_v3	notes_v3	target_genes_in_panel	target_genes_detected	target_genes_detected_list	receiver_target_mean	other_compartment_target_mean	receiver_target_enrichment	receiver_target_positive_spot_fraction	receiver_target_percentile	target_activation_support	target_activation_note
GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	MIF	CD74	MIF	stdlib_marker_lr_pilot	3064.2848	0.98768939	0.019607843	1	0.0099009901	0.65683039	4	1	1	0.5	0.77595307	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.004990984614073296	0.81088556	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.506883591161969	1.0	0.810886	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	7	5	CD74,CXCR4,CXCR2,NFKBIA,IL1B	2.4810447	11.50429	0.21566256	0.97641112	0.6	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	MIF	CD74	MIF	stdlib_marker_lr_pilot	12190.915	0.99692235	1	0.032258065	0.0099009901	0.65261365	4	1	1	0.5	0.77569129	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0017069820846525078	0.81058381	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	2.586211570190812	0.0	0.810584	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	7	5	CD74,CXCR4,CXCR2,NFKBIA,IL1B	13.272177	3.4471881	3.850146	0.99596774	1	1	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	MIF	CD74	MIF	stdlib_marker_lr_pilot	492.07314	0.95857008	1	1	0.0099009901	0.330033	0	0	0	0.5	0.40673052	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	3.243574064910957e-05	0.52579871	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.1144089695094042	1.0	0.525799	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	7	5	CD74,CXCR4,CXCR2,NFKBIA,IL1B	2.4810447	11.50429	0.21566256	0.97641112	0.6	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	stdlib_marker_lr_pilot	4248.4291	0.99195076	0.019607843	1	0.0099009901	0.65683039	4	1	1	0.5	0.77680535	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.007655151452020078	0.81152477	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	2.194202363108162	0.0	0.811525	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	7	5	CD74,CXCR4,CXCR2,NFKBIA,IL1B	13.272177	3.4471881	3.850146	0.99596774	1	1	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	5.7514726	0.76278409	0.019607843	1	0.79207921	0.39610432	4	1	1	0.5	0.60060898	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.00011873241050899122	0.67285934	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.3641678836134704	1.0	0.672859	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	2.1743892	2.5308538	0.85915245	0.99663016	0.6	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	3.8003028	0.73011364	1	1	0.79207921	0.06930693	0	0	0	0.5	0.23067619	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.498971198481478e-07	0.38723982	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.5166817286900406	0.0	0.38724	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	2.4033698	2.3390895	1.0274809	0.99193548	0.8	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	7.0470064	0.7750947	1	0.32258065	0.75247525	0.3083147	3	0.75	1	0.5	0.55917629	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	7.784539739283954e-07	0.63959009	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.3920423710864266	1.0	0.63959	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	2.1743892	2.5308538	0.85915245	0.99663016	0.6	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	10.104977	0.79663826	0.019607843	0.032258065	0.81188119	0.7120843	4	1	1	0.5	0.7653698	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.00025811621740694647	0.80432946	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.5446619267617264	0.0	0.804329	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	2.4033698	2.3390895	1.0274809	0.99193548	0.8	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	stdlib_marker_lr_pilot	52.683588	0.88328598	0.019607843	1	0.089108911	0.63042775	4	1	1	0.5	0.74187107	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0015646641732080578	0.784664	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.4315856782302161	1.0	0.784664	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	2.1743892	2.5308538	0.85915245	0.99663016	0.6	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	stdlib_marker_lr_pilot	35.440894	0.86245265	1	1	0.12871287	0.29042904	2	0.5	1	0.5	0.56770505	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	5.616181154651454e-05	0.64553951	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.5349972664379689	1.0	0.64554	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	2.4033698	2.3390895	1.0274809	0.99193548	0.8	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	stdlib_marker_lr_pilot	52.970494	0.88399621	1	1	0.15841584	0.28052805	1	0.25	0.5	0.5	0.46706327	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.00011926366926457282	0.56981065	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.631353593941184	0.0	0.569811	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	2.1743892	2.5308538	0.85915245	0.99663016	0.6	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	stdlib_marker_lr_pilot	77.33122	0.90127841	0.019607843	0.032258065	0.16831683	0.92660575	4	1	1	0.5	0.89355856	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.002197074871297769	0.90583406	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.7348915772119871	0.0	0.905834	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	2.4033698	2.3390895	1.0274809	0.99193548	0.8	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	WNT5A	FZD5	WNT	stdlib_marker_lr_pilot	0.53167952	0.50875947	0.019607843	1	0.6039604	0.45881059	4	1	1	0.5	0.58115719	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	6.427176168621492e-05	0.65983816	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.06291496671778621	1.0	0.659838	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	5.7546034	4.6637785	1.2338929	0.99831508	0.8	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	WNT5A	FZD5	WNT	stdlib_marker_lr_pilot	0.37563633	0.46164773	1	1	0.77227723	0.07590759	2	0.5	1	0.5	0.38028334	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.6276937532517174e-06	0.4996102	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.07739718009311743	1.0	0.49961	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	4.0064804	5.9222458	0.6765137	0.99798387	0.6	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	stdlib_marker_lr_pilot	1.2312234	0.62097538	1	0.32258065	0.5049505	0.39082295	1	0.25	0.5	0.5	0.46960655	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	1.8060385081597262e-05	0.57447549	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.16598757766719371	0.0	0.574475	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	5.7546034	4.6637785	1.2338929	0.99831508	0.8	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	stdlib_marker_lr_pilot	1.8877567	0.6624053	0.019607843	0.032258065	0.68316832	0.75498859	4	1	1	0.5	0.75997536	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0001803786394210269	0.80135623	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.18049368552610942	0.0	0.801356	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	4.0064804	5.9222458	0.6765137	0.99798387	0.6	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	EGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	0.21820704	0.3828125	0.019607843	0.032258065	0.76237624	0.72858595	4	1	1	0.5	0.69085548	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	6.6540737810900456e-06	0.74885626	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	1	0	1	0.5	0.0	1.0	0.648856	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	7.7168281	5.6629068	1.3626974	0.99915754	0.8	1	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	EGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	0.10732326	0.28125	1	1	1	0	1	0.25	0.5	0.5	0.20625	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	1.4435051099774498e-06	0.3671875	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	1	0	1	0.5	0.0	1.0	0.267188	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	4.7852823	7.8016322	0.61336937	0.99899194	0.6	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	EGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	0.097546867	0.26964962	1	1	0.94059406	0.01980198	2	0.5	1	0.5	0.31383091	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	3.6815725404084576e-07	0.44836824	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	1	0	1	0.5	0.0	1.0	0.348368	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	7.7168281	5.6629068	1.3626974	0.99915754	0.8	1	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	EGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	0.10411898	0.27604167	0.019607843	1	1	0.32679739	4	1	1	0.5	0.46860703	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	1.7198854713853794e-05	0.57212521	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	1	0	1	0.5	0.0	1.0	0.472125	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	4.7852823	7.8016322	0.61336937	0.99899194	0.6	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	20.805788	0.83830492	0.019607843	0.032258065	0.0099009901	0.97941103	4	1	1	0.5	0.9073665	high_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.00027469808384539827	0.91751015	high_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.33629305519450853	0.0	0.91751	high_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	7.7168281	5.6629068	1.3626974	0.99915754	0.8	1	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	10.233148	0.79758523	1	0.38709677	0.10891089	0.50133078	2	0.5	1	0.5	0.66018244	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	1.4299163391806956e-05	0.7201701	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.35223515567697566	0.0	0.72017	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	4.7852823	7.8016322	0.61336937	0.99899194	0.6	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	HBEGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	2.3939627	0.68963068	1	1	0.23762376	0.25412541	2	0.5	1	0.5	0.51498884	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	7.386557537732293e-06	0.60509477	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.16229387174629314	1.0	0.605095	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	7.7168281	5.6629068	1.3626974	0.99915754	0.8	1	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	2.5552534	0.69578598	0.019607843	1	0.46534653	0.50501521	4	1	1	0.5	0.6416648	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.00028503130651748873	0.70637398	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.17830012068408135	1.0	0.706374	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	4.7852823	7.8016322	0.61336937	0.99899194	0.6	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	stdlib_marker_lr_pilot	286.89984	0.94673295	0.019607843	1	0.099009901	0.62712742	4	1	1	0.5	0.7529103	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0013509693687003886	0.79286091	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.7884929978149708	1.0	0.792861	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	9.3436301	51.027531	0.18310959	0.99915754	0.6	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	stdlib_marker_lr_pilot	84.240677	0.90625	1	1	0.079207921	0.30693069	0	0	0	0.5	0.38471535	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	6.625624994674374e-08	0.50870978	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.7476975287168122	1.0	0.50871	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	57.4319	14.937083	3.8449208	1	1	1	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	tumor_like	COL1A1	ITGA2	ECM-integrin	stdlib_marker_lr_pilot	1735.3629	0.98035038	1	0.032258065	0.0099009901	0.65261365	4	1	1	0.5	0.7723769	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	3.0973567700574965e-06	0.80809802	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	2.2677569655898226	0.0	0.808098	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	9.3436301	51.027531	0.18310959	0.99915754	0.6	0	Pilot receiver-compartment target expression proxy; not validated pathway activation.
GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	stdlib_marker_lr_pilot	1105.7918	0.97561553	0.019607843	0.032258065	0.0099009901	0.97941103	4	1	1	0.5	0.93482862	high_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0007201777522160726	0.93810674	high_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	2.227242119578303	0.0	0.938107	high_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	57.4319	14.937083	3.8449208	1	1	1	Pilot receiver-compartment target expression proxy; not validated pathway activation.
