dataset	sample_id	cancer	sender_compartment	receiver_compartment	ligand	receptor	pathway	source_method	pilot_score	pilot_score_percentile	spatial_null_p	label_null_p	fake_lr_null_p	null_support_mean	dataset_recurrence_n	dataset_recurrence_fraction	recurrence_support	annotation_quality	spatiallr_trust_score_pilot	confidence_tier_pilot	notes	method_support_count	stdlib_supported	commot_supported	method_consistency_support	commot_mean_score	spatiallr_trust_score_pilot_v2	confidence_tier_pilot_v2	notes_v2	tri_method_support_count	commot_supported_v3	liana_supported	external_method_support_count	external_method_support_fraction	liana_lr_means	liana_cellphone_pvals	spatiallr_trust_score_pilot_v3	confidence_tier_pilot_v3	notes_v3
GSE283052	GSM8655164_P13	colorectal cancer	immune	immune	MIF	CD74	MIF	stdlib_marker_lr_pilot	176.34511	0.93252841	0.019607843	0.032258065	0.0099009901	0.97941103	5	0.41666667	0.83333333	0.5	0.89287787	high_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.24763330580846254	0.90664367	high_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	2.794185753790887	0.0	0.906644	high_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	immune	stroma_fibroblast	MIF	CD74	MIF	stdlib_marker_lr_pilot	18.935348	0.83333333	1	1	0.0099009901	0.330033	0	0	0	0.5	0.38168317	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	6.662993057049982e-07	0.5070132	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	2.0060565742622942	0.03	0.507013	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	tumor_like	MIF	CD74	MIF	stdlib_marker_lr_pilot	40.582386	0.86860795	1	1	0.0099009901	0.330033	0	0	0	0.5	0.38873809	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	9.275000119953428e-05	0.51230439	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	1.554192104609217	1.0	0.512304	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	immune	MIF	CD74	MIF	stdlib_marker_lr_pilot	112.89755	0.91927083	1	0.096774194	0.0099009901	0.63110827	4	0.33333333	0.66666667	0.5	0.68274164	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	1.2061368165933594e-06	0.74033393	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	2.945486627864593	0.0	0.740334	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	stdlib_marker_lr_pilot	220.13581	0.9391572	0.019607843	0.032258065	0.0099009901	0.97941103	11	0.91666667	1	0.5	0.92753696	high_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.01126928013900039	0.93263799	high_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	2.225156467219027	0.0	0.932638	high_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	0.1715478	0.34777462	0.019607843	1	0.45544554	0.50831554	11	0.91666667	1	0.5	0.57371269	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	8.590927010419935e-05	0.65549241	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.2803553487111369	0.76	0.655492	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	immune	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	0.036003463	0.15909091	1	1	0.31683168	0.22772277	0	0	0	0.5	0.19567957	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.16495274	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	0.3060940040249955	0.33	0.264953	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	0.093561363	0.26538826	1	1	0.64356436	0.11881188	2	0.16666667	0.33333333	0.5	0.22915026	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	7.844242284283505e-06	0.38733299	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.26608622268970933	0.98	0.387333	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	immune	tumor_like	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	0.14619588	0.32362689	1	0.35483871	0.27722772	0.45597786	0	0	0	0.5	0.34271431	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.28093518	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	0.3545947572110554	0.03	0.380935	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	immune	immune	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	0.20671787	0.37571023	0.019607843	0.032258065	0.089108911	0.95300839	4	0.33333333	0.66666667	0.5	0.73497958	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.012515972208000027	0.78755989	high_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.3823395589402364	0.07	0.78756	high_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	immune	stroma_fibroblast	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	0.066777736	0.22443182	1	0.67741935	0.66336634	0.2197381	0	0	0	0.5	0.20475542	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	3.332373887881611e-07	0.37156001	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.34034656342515124	0.05	0.37156	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	0.41925317	0.47869318	1	0.032258065	0.0099009901	0.65261365	8	0.66666667	1	0.5	0.67204546	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	1.4854415914790798e-05	0.73284944	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.33046917219490524	0.0	0.732849	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	immune	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	0.073692052	0.23508523	1	0.90322581	0.0099009901	0.36229107	0	0	0	0.5	0.27816258	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.23017921	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	0.3501803911016613	0.05	0.330179	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	stdlib_marker_lr_pilot	0.43228545	0.48319129	0.019607843	0.032258065	0.26732673	0.89360245	12	1	1	0.5	0.79343948	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0003254107697150193	0.82991967	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.31625587374157677	0.0	0.82992	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	stdlib_marker_lr_pilot	0.37199171	0.45975379	0.019607843	1	0.46534653	0.50501521	11	0.91666667	1	0.5	0.59445836	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.00029676335852206936	0.67096915	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.221953789547482	1.0	0.670969	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	immune	JAG1	NOTCH2	NOTCH	stdlib_marker_lr_pilot	0.11726842	0.29356061	1	1	0.1980198	0.26732673	0	0	0	0.5	0.24237549	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.20096478	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	0.2948474244399785	0.85	0.300965	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	stdlib_marker_lr_pilot	0.56114966	0.51799242	1	1	0.20792079	0.2640264	7	0.58333333	1	0.5	0.48561169	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	4.883907794900665e-05	0.58330942	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.3682902183831253	0.09	0.583309	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	immune	tumor_like	JAG1	NOTCH2	NOTCH	stdlib_marker_lr_pilot	0.061642292	0.21496212	1	1	0.6039604	0.1320132	0	0	0	0.5	0.15899902	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.1350496	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	0.2077614141230273	1.0	0.23505	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	immune	immune	JAG1	NOTCH2	NOTCH	stdlib_marker_lr_pilot	0.13092132	0.30942235	0.019607843	0.29032258	0.24752475	0.81418161	6	0.5	1	0.5	0.71897527	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.013363257222014528	0.772086	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.28257954985039485	0.85	0.772086	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	immune	stroma_fibroblast	JAG1	NOTCH2	NOTCH	stdlib_marker_lr_pilot	0.077877033	0.24100379	1	1	0.66336634	0.11221122	0	0	0	0.5	0.15430637	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	1.1899767658444816e-06	0.33103506	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.35411928819474126	0.53	0.331035	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	stdlib_marker_lr_pilot	0.65191501	0.54450758	1	0.83870968	0.32673267	0.27818588	3	0.25	0.5	0.5	0.39799446	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	4.478867494721637e-05	0.51795049	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.36098629843526214	0.27	0.51795	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	immune	JAG1	NOTCH2	NOTCH	stdlib_marker_lr_pilot	0.17211708	0.34824811	1	0.96774194	0.13861386	0.2978814	1	0.083333333	0.16666667	0.5	0.30192365	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.655123966279199e-09	0.44638978	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.42604021795873587	0.08	0.44639	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	stdlib_marker_lr_pilot	1.8591708	0.66122159	0.019607843	0.032258065	0.25742574	0.89690278	12	1	1	0.5	0.83069571	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0010766575192638394	0.85794435	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.5073915599003808	0.0	0.857944	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	tumor_like	WNT5A	FZD5	WNT	stdlib_marker_lr_pilot	0.47175645	0.49337121	0.019607843	0.032258065	0.54455446	0.80119321	11	0.91666667	1	0.5	0.74927085	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.00024574872257629557	0.79448297	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.22012097604588934	0.02	0.794483	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	immune	WNT5A	FZD5	WNT	stdlib_marker_lr_pilot	0.0052212814	0.036695076	1	1	0.85148515	0.04950495	0	0	0	0.5	0.08209149	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.075306241	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	1	0	0	0	0.0	0.0	1.0	0.075306	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	stroma_fibroblast	WNT5A	FZD5	WNT	stdlib_marker_lr_pilot	0.090949101	0.26041667	1	1	0.31683168	0.22772277	0	0	0	0.5	0.21594472	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	6.735643523568828e-06	0.38015161	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.10946799888607998	1.0	0.380152	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	immune	tumor_like	WNT5A	FZD5	WNT	stdlib_marker_lr_pilot	0.039603809	0.16808712	1	1	1	0	0	0	0	0.5	0.083617424	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.8626443479902598e-05	0.27521307	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.19464938114607055	0.61	0.275213	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	immune	immune	WNT5A	FZD5	WNT	stdlib_marker_lr_pilot	0.0029531125	0.019886364	0.019607843	0.64516129	1	0.44507696	4	0.33333333	0.66666667	0.5	0.40984908	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.002066115702479339	0.53101374	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	1	0	1	0.5	0.0	1.0	0.431014	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	immune	stroma_fibroblast	WNT5A	FZD5	WNT	stdlib_marker_lr_pilot	0.0063944426	0.044744318	1	1	0.6039604	0.1320132	0	0	0	0.5	0.12495546	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.10951693	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	0.08401236206636847	1.0	0.209517	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	stdlib_marker_lr_pilot	0.73051795	0.55729167	1	0.032258065	0.14851485	0.60640903	12	1	1	0.5	0.66466285	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	8.110735904573877e-05	0.72615736	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.33116054419788404	0.0	0.726157	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	immune	WNT5A	FZD5	WNT	stdlib_marker_lr_pilot	0.0067713508	0.048532197	1	1	0.57425743	0.14191419	0	0	0	0.5	0.13066353	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.11404551	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	1	0	0	0	0.0	0.0	1.0	0.114046	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	stdlib_marker_lr_pilot	0.26625289	0.41003788	0.019607843	0.96774194	0.23762376	0.59167549	11	0.91666667	1	0.5	0.62784532	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.00024132310219596268	0.69817588	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.2205476341677682	0.07	0.698176	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	tumor_like	EGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	0.00087120611	0.0066287879	0.019607843	0.51612903	1	0.48808771	11	0.91666667	1	0.5	0.49536961	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	1.3845404064272227e-06	0.5962294	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	1	0	1	0.5	0.0	1.0	0.496229	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	immune	EGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	7.7929573e-05	0.00071022727	1	0.90322581	1	0.032258063	0	0	0	0.5	0.066271077	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.063009759	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	1	0	0	0	0.0	0.0	1.0	0.06301	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	stroma_fibroblast	EGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	0.00041551191	0.0028409091	1	0.90322581	1	0.032258063	0	0	0	0.5	0.066697213	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.063329362	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	1	0	0	0	0.0	0.0	1.0	0.063329	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	tumor_like	EGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	0.0017348864	0.012310606	1	0.32258065	1	0.22580645	2	0.16666667	0.33333333	0.5	0.23203201	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.19216917	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	1	0	0	0	0.0	0.0	1.0	0.192169	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	immune	EGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	0.00012996835	0.0011837121	1	0.74193548	1	0.086021507	0	0	0	0.5	0.093247496	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.08458616	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	1	0	0	0	0.0	0.0	1.0	0.084586	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	EGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	0.0015642871	0.010416667	0.019607843	0.41935484	1	0.52034577	9	0.75	1	0.5	0.51225622	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.40970081	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	1	0	0	0	0.0	0.0	1.0	0.409701	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	0.3415128	0.44578598	0.019607843	0.032258065	0.47524752	0.82429552	11	0.91666667	1	0.5	0.75130496	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.00032360522116324123	0.79658611	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.1940765024762619	0.0	0.796586	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	immune	HBEGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	0.030548393	0.14417614	1	1	0.18811881	0.27062706	0	0	0	0.5	0.21414876	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.17987725	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	0.1340443076727834	0.8	0.279877	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	0.16288067	0.34138258	1	0.74193548	0.20792079	0.35004791	1	0.083333333	0.16666667	0.5	0.3266338	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.597391012317605e-05	0.46622655	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.18183660809488844	0.0	0.466227	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	tumor_like	HBEGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	0.11623739	0.29285038	1	1	0.81188119	0.06270627	2	0.16666667	0.33333333	0.5	0.20658988	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	2.4190334197492654e-05	0.36901006	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.15522710970590242	0.95	0.36901	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	immune	HBEGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	0.0087078792	0.061789773	1	1	0.1980198	0.26732673	0	0	0	0.5	0.19602132	low_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	1	1	0	0	0.0	0.16619916	low_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	2	0	1	1	0.5	0.09392102450090803	0.97	0.266199	low_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	stdlib_marker_lr_pilot	0.10480724	0.27722538	0.019607843	1	0.24752475	0.57762247	11	0.91666667	1	0.5	0.59425631	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.00015802287726004636	0.6726328	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.14301917602271644	1.0	0.672633	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
GSE283052	GSM8655164_P13	colorectal cancer	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	stdlib_marker_lr_pilot	8.2009225	0.78527462	0.019607843	1	0.0099009901	0.65683039	11	0.91666667	1	0.5	0.73547012	medium_pilot	Pilot score from stdlib baseline and pilot nulls; not final method score.	2	1	1	1	0.0009565883212572028	0.78052335	medium_pilot_v2	V2 pilot score adds provisional COMMOT same-key support; still not final method score.	3	1	1	2	1.0	0.8218717800801382	1.0	0.780523	medium_pilot_v3	v3 adds LIANA CellPhoneDB-style support as a second external-method consistency feature; null evidence remains stdlib-pilot based.
